name;open;high;low;close;volume;marketCap;timestamp
"2781";0.3638898219;0.3694490184;0.3490573982;0.3585265185;399757770.91;12536695853.14;"2024-10-15T00:00:00.000Z"
"2781";0.3585273957;0.3603918752;0.3514158853;0.3525252927;268878088.68;12329362563.77;"2024-10-16T00:00:00.000Z"
"2781";0.35252688;0.3545576788;0.340342114;0.3430316411;284797891;11997118128.02;"2024-10-17T00:00:00.000Z"
"2781";0.3430271922;0.3525149042;0.3429104016;0.3507098812;210521099.21;12265778940.14;"2024-10-18T00:00:00.000Z"
"2781";0.3507088674;0.356632582;0.3496490618;0.3516610205;165288316.77;12299040044.45;"2024-10-19T00:00:00.000Z"
"2781";0.3516598844;0.3651478578;0.3486226963;0.3648413974;202078470.02;12760084964.7;"2024-10-20T00:00:00.000Z"
"2781";0.3648422956;0.3719046934;0.3534985205;0.3609557178;305820736.08;12626645860.32;"2024-10-21T00:00:00.000Z"
"2781";0.3609575196;0.3672680789;0.3558662259;0.3638196096;299403394.51;12726764559.67;"2024-10-22T00:00:00.000Z"
"2781";0.3638196096;0.3682213486;0.3433273753;0.3486139724;292449176.28;12194058793.14;"2024-10-23T00:00:00.000Z"
"2781";0.3499051565;0.3543643945;0.3401963539;0.3463103377;268150392.76;12114674968.69;"2024-10-24T00:00:00.000Z"
"2781";0.3463218242;0.3464923674;0.3204746488;0.3244116919;429399148.84;11348332717.56;"2024-10-25T00:00:00.000Z"
"2781";0.3244144228;0.333894176;0.3215675093;0.3333497106;250257800.73;11662900204.07;"2024-10-26T00:00:00.000Z"
"2781";0.333350544;0.3413796518;0.3313556709;0.3398721513;153581312.5;11891077042.17;"2024-10-27T00:00:00.000Z"
"2781";0.3398723243;0.3469584851;0.3312296848;0.3437958812;268428860.79;12028270596.98;"2024-10-28T00:00:00.000Z"
"2781";0.3437936085;0.3561912565;0.3432455981;0.3556511143;295107515.44;12443274137.11;"2024-10-29T00:00:00.000Z"
"2781";0.3556552941;0.3630260495;0.3513041947;0.3552644731;291553538.14;12429625693.09;"2024-10-30T00:00:00.000Z"
"2781";0.3552651925;0.3605515061;0.3410944933;0.341845194;280824332.75;11962898421.57;"2024-10-31T00:00:00.000Z"
"2781";0.3418455239;0.3610066129;0.3354181622;0.3570899251;368246240.8;12496376880.01;"2024-11-01T00:00:00.000Z"
"2781";0.3570933145;0.362871108;0.3463044362;0.3477713741;236242980.86;12170022748.03;"2024-11-02T00:00:00.000Z"
"2781";0.3477642002;0.3479109581;0.3292361926;0.3342846917;282268957.42;11698332140.3;"2024-11-03T00:00:00.000Z"
"2781";0.3342854163;0.3360854651;0.3213986749;0.3260187801;261938084.4;11409321109.43;"2024-11-04T00:00:00.000Z"
"2781";0.3260267883;0.3378940252;0.3260126438;0.3339235763;241884463.08;11688413315.47;"2024-11-05T00:00:00.000Z"
"2781";0.3339261189;0.3650319458;0.3339212199;0.3633227615;628391576.17;12717378437.98;"2024-11-06T00:00:00.000Z"
"2781";0.3633226092;0.4050130104;0.3620331409;0.4050130104;621558993.47;14176676263.55;"2024-11-07T00:00:00.000Z"
"2781";0.4050132687;0.4578888567;0.4047590209;0.44381548;1438657272.34;15534915231.48;"2024-11-08T00:00:00.000Z"
"2781";0.4438167791;0.4938947618;0.4289691735;0.4936797159;721697725.62;17280198057.06;"2024-11-09T00:00:00.000Z"
"2781";0.49367774;0.6523014913;0.4899374522;0.5903091695;5261440713.74;20671613621.31;"2024-11-10T00:00:00.000Z"
"2781";0.5903050326;0.6222493775;0.5678074478;0.6138077719;2987552595.5;21494644966.07;"2024-11-11T00:00:00.000Z"
"2781";0.6138077719;0.6496330613;0.5582123216;0.5739180352;2901745029.01;20098646836.78;"2024-11-12T00:00:00.000Z"
"2781";0.5739432148;0.6053013455;0.521302085;0.5787753167;2297021923.2;20267853793.3;"2024-11-13T00:00:00.000Z"
"2781";0.5788071872;0.580318315;0.5660899263;0.5724395973;0;0;"2024-11-14T00:00:00Z"